superkingdom,phylum,class,order,family,genus,species,year,status,reference
Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,pneumosintes,1921,established,"Rousée, J. M., et al. ""Dialister pneumosintes associated with human brain abscesses."" Journal of clinical microbiology 40.10 (2002): 3871-3873."
Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,ducreyi,1921,established,Taylor et al
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,melaninogenica,1921,established,Taylor et al
Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Curtobacterium,flaccumfaciens,1922,established,"Francis, Michelle J., et al. ""Curtobacterium flaccumfaciens septic arthritis following puncture with a Coxspur Hawthorn thorn."" Journal of clinical microbiology 49.7 (2011): 2759-2760."
Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,nucleatum,1922,established,Taylor et al
Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,parainfluenzae,1922,established,Taylor et al
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,acidominimus,1922,established,Taylor et al
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,pertussis,1923,established,Taylor et al
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Corynebacteriaceae,Corynebacterium,bovis,1923,established,Taylor et al
Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,tenue,1923,established,Taylor et al
Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,haemolyticus,1923,established,Taylor et al
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,chelonae,1923,established,Taylor et al
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,flava,1923,established,Taylor et al
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,perflava,1923,established,Taylor et al
Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Nocardiaceae,Prescottia,equi,1923,established,Taylor et al
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,equi,1923,established,"Harvey, Roger L., and James C. Sunstrum. ""Rhodococcus equi Infection in Patients with and without Human Immunodificiency Virus Infection."" Reviews of infectious diseases 13.1 (1991): 139-145."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Nocardia,otitidiscaviarum,1924,established,Taylor et al
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,constellatus,1924,established,Taylor et al
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,mutans,1924,established,Taylor et al
Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,gonidiaformans,1925,established,"Rubinstein, Ethan, Andrew B. Onderdonk, and James J. Rahal Jr. ""Perhonsillar infection and bacteremia caused by Fusobacterium gonidiaformans."" Journal of Pediatrics 85.5 (1974): 673-675."
Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Streptobacillus,moniliformis,1925,established,Taylor et al
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,intermedius,1925,established,Taylor et al
Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,hispanica,1926,established,Taylor et al
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Delftia,acidovorans,1926,established,Taylor et al
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Exiguobacterium,acetylicum,1926,putative,"Keynan, Yoav, Gabriel Weber, and Hannah Sprecher. ""Molecular identification of Exiguobacterium acetylicum as the aetiological agent of bacteraemia."" Journal of medical microbiology 56.4 (2007): 563-564."
Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,monocytogenes,1926,established,Taylor et al
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,marinum,1926,established,Taylor et al
Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,sordellii,1927,established,Taylor et al
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Corynebacteriaceae,Corynebacterium,ulcerans,1927,established,Taylor et al
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Nocardia,transvalensis,1927,established,Taylor et al
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,freundii,1928,established,Taylor et al
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,alcaligenes,1928,established,Taylor et al
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,erythropolis,1928,established,Taylor et al
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,balustinum,1929,established,Taylor et al
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Myroides,odoratus,1929,established,Taylor et al
Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,psittaci,1930,established,"Saikku, P. S. M. E. E. J., et al. ""An epidemic of mild pneumonia due to an unusual strain of Chlamydia psittaci."" Journal of Infectious Diseases 151.5 (1985): 832-839."
Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydophila,psittaci,1930,established,Taylor et al
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,flavescens,1930,established,Taylor et al
Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptococcaceae,Peptococcus,niger,1930,established,Taylor et al
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,jejuni,1931,established,Taylor et al
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,liquefaciens,1931,established,"Grohskopf, Lisa A., et al. ""Serratia liquefaciens bloodstream infections from contamination of epoetin alfa at a hemodialysis center."" New England Journal of Medicine 344.20 (2001): 1491-1497."
Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia,haemolytica,1932,established,Taylor et al
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,conorii,1932,established,Taylor et al
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,dysgalactiae,1932,established,"Hughes, James M., et al. ""Human infections due to Streptococcus dysgalactiae subspecies equisimilis."" Clinical Infectious Diseases 49.5 (2009): 766-772."
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,uberis,1932,established,Taylor et al
Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,cacaoi,1932,putative,"Ai, Lu, et al. ""Chronic suppurative otitis media due to Streptomyces cacaoi, the second case report in human infection."" BMC Infectious Diseases 20.1 (2020): 1-4."
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,coagulans,1933,putative,"García-Tornel, S., et al. ""Bacteroides coagulans osteoarthritis."" The Pediatric Infectious Disease Journal 2.6 (1983): 472-474."
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,distasonis,1933,established,Taylor et al
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,ovatus,1933,established,Taylor et al
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,uniformis,1933,established,Taylor et al
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,vulgatus,1933,established,Taylor et al
Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,Bartonella,elizabethae,1933,established,Taylor et al
Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,turicatae,1933,established,Taylor et al
Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Finegoldia ,magna,1933,established,Taylor et al 
Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,varium,1933,established,Taylor et al
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Gemella,morbillorum,1933,established,Taylor et al
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,distasonis,1933,established,"Al-Tawfiq, Jaffar A. ""Bacteroides (Parabacteroides) distasonis splenic abscess in a sickle cell patient."" Internal Medicine 47.1 (2008): 69-72."
Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Parvimonas,micra,1933,established,"Gomez, Carlos A., et al. ""First case of infectious endocarditis caused by Parvimonas micra."" Anaerobe 36 (2015): 53-55."
Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,trachomatis,1935,established,Taylor et al
Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Clostridioides,difficile,1935,established,Taylor et al
Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,aerofaciens,1935,established,Taylor et al
Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,avidum,1935,established,Taylor et al
Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,lenta,1935,established,Taylor et al
Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Eggerthia,catenaformis,1935,established,"Kordjian, Hayarpi H., et al. ""First clinical description of Eggerthia catenaformis bacteremia in a patient with dental abscess."" Anaerobe 35 (2015): 38-40."
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,canis,1935,established,"Perez, Miriam, et al. ""Human infection with Ehrlichia canis accompanied by clinical signs in Venezuela."" Annals of the New York Academy of Sciences 1078.1 (2006): 110-117."
Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,limosum,1935,established,Taylor et al
Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Propionibacterium,avidum,1935,established,"Panagea, Stavroula, et al. ""Breast abscess caused by Propionibacterium avidum following breast reduction surgery: case report and review of the literature."" Journal of Infection 51.5 (2005): e253-e255."
Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,caviae,1936,established,Taylor et al
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,fascians,1936,established,Taylor et al
Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,harveyi,1936,established,"Del Gigia-Aguirre, L., et al. ""First description of wound infection with Vibrio harveyi in Spain."" New microbes and new infections 19 (2017): 15."
Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium,minutum,1937,putative,"Marvaud, Jean-Christophe, Francine Mory, and Thierry Lambert. ""Clostridium clostridioforme and Atopobium minutum clinical isolates with vanB-type resistance in France."" Journal of clinical microbiology 49.9 (2011): 3436-3438."
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,zoogleoformans,1937,established,"Van Dyke, T. E., et al. ""Refractory Periodontitis: Mixed Infection with Bacteroides gingivalis and Other Unusual Bacteroides Species: A Case Report."" Journal of periodontology 59.3 (1988): 184-189."
Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,durans,1937,established,Taylor et al
Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,rectale,1937,established,Taylor et al
Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,necrophorum,1937,established,Taylor et al
Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,russii,1937,putative,"Ullrich, Elisabeth, et al. ""Severe forefoot infection complicated by Fusobacterium russii."" Anaerobe 42 (2016): 162-165."
Bacteria,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Moraxella,bovis,1937,established,Taylor et al
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,zoogleoformans,1937,established,Taylor et al
Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,meyeri,1938,established,Taylor et al
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,parapertussis,1938,established,Taylor et al
Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,baratii,1938,established,Taylor et al
Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,granulosum,1938,established,Taylor et al
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Gemella,haemolysans,1938,established,"Lee, Mi Ra, et al. ""Brain abscess due to Gemella haemolysans."" Journal of clinical microbiology 42.5 (2004): 2338-2340."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,fortuitum,1938,established,Taylor et al
Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Propionibacterium,granulosum,1938,established,"Branger, C. A. T. H. E. R. I. N. E., B. É. A. T. R. I. C. E. Bruneau, and P. H. I. L. I. P. P. E. Goullet. ""Septicemia caused by Propionibacterium granulosum in a compromised patient."" Journal of clinical microbiology 25.12 (1987): 2405-2406."
Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Brevibacteriaceae,Brevibacterium,iodinum,1939,putative,"Antoniou S, Dimitriadis A, Polydorou F, Malaka E: Brevibacterium iodinum peritonitis associated with acute urticaria in a CAPD patient. Perit Dial Int 1997; 17: 614–615."
Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiella,burnetii,1939,established,Taylor et al
Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,carateum,1939,established,Taylor et al
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,enterocolitica,1939,established,Taylor et al
Bacteria,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,lwoffii,1940,established,Taylor et al
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,sputorum,1940,established,Taylor et al
Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,aphrophilus,1940,established,Taylor et al
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,rubidaea,1940,established,Taylor et al
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,saprophyticus,1940,established,Taylor et al
Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,latyschewii,1941,established,Taylor et al
Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Dichelobacter,nodosus,1941,established,Taylor et al
Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Ruminococcus,productus,1941,established,Taylor et al
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Tsukamurellaceae,Tsukamurella,paurometabola,1941,established,Taylor et al
Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,hermsii,1942,established,Taylor et al
Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,parkeri,1942,established,Taylor et al
Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Pseudoramibacter,alactolyticus,1942,established,Taylor et al
Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Kytococcaceae,Kytococcus,sedentarius,1944,established,"Ertam, I., Derya Aytimur, and S. E. Yuksel. ""Isolation of Kytococcus sedentarius from a case of pitted keratolysis."" Ege Tip Dergisi 44 (2005): 117-8."
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Providencia,alcalifaciens,1944,established,Taylor et al
Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,caucasica,1945,established,Taylor et al
Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Arcanobacterium,heamolyticum,1946,established,Taylor et al
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,akari,1946,established,Taylor et al
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,sanguis,1946,established,Taylor et al
Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,combesii,1947,established,Taylor et al
Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Faecalicatena Contorta,contorta,1947,established,Taylor et al
Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,bikiniensis,1947,established,"Moss, William J., et al. ""Streptomyces bikiniensis bacteremia."" Emerging infectious diseases 9.2 (2003): 273."
Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,prevotii,1948,putative,"Jain, Sangita, et al. ""Septic arthritis in a native joint due to Anaerococcus prevotii."" Journal of clinical pathology 61.6 (2008): 775-776."
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,coli,1948,established,Taylor et al
Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Peptostreptococcus,prevotii,1948,established,Taylor et al
